,price,location,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost,version_num,color_num,engine_num,location_num
1352,134999,חיפה,סוזוקי ג'ימני JIMNY GLX,2020,1462 ליטר בנזין,30000,1,ידני,ירוק,פרטית,8,1811,526,28,30,12
1354,31000,פתח תקווה,רנו פלואנס FLUENCE PRIVILEGE,2014,1461 ליטר דיזל,201000,2,אוטומטי,בז מטאלי,פרטית,11,1424,756,19,29,35
1355,105000,בת ים,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2016,1998 ליטר בנזין,104000,2,אוטומטי,לבן,פרטית,2,1693,380,53,82,7
1356,90900,פתח תקווה,פיג'ו 3008 3008 ACTIVE,2017,1598 ליטר בנזין,73148,2,אוטומטי,אפור כהה,פרטית,2,1835,691,9,53,35
1359,110900,חיפה,ב מ וו סדרה 1 118I SPORT,2018,1499 ליטר בנזין,92626,2,אוטומטי,שנהב לבן,פרטית,8,2019,91,70,40,12
1360,168000,פתח תקווה,סקודה סופרב FL MBITION PLUS,2021,1498 ליטר בנזין,39000,1,אוטומטי,כסף מטלי,פרטית,5,2417,595,49,39,35
1361,107600,מאיפה שנוח לך בארץ,פיג'ו 3008 3008 ACTIVE,2019,1199 ליטר בנזין,110630,1,אוטומטי,לבן,אחר,1,1835,691,53,4,22
1363,107900,רמת השרון,יונדאי איוניק EV PREMIUMEV,2019,חשמלי,63600,2,אוטומטי,שנהב לבן,אחר,1,1835,281,70,152,43
1365,87000,קרית שמונה,סוזוקי CROSSOVER SX4 CROSSOVER GLX,2017,1373 ליטר בנזין,71000,1,אוטומטי,כסף מטלי,פרטית,5,1604,518,49,21,37
1367,114900,חדרה,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,45317,1,אוטומטי,כסף מטלי,ליסינג,7,1835,483,49,13,10
1368,139990,נתניה,קיה נירו PHEV LX PLUS,2021,1580 ליטר חשמל/בנזין,17000,2,אוטומטי,אפור בהיר,ליסינג,9,2130,719,7,45,28
1370,30000,נתניה,יונדאי I20 I20 INSPIRE,2011,1396 ליטר בנזין,160000,4,אוטומטי,בז מטאלי,ליסינג,1,1074,262,19,26,28
1372,121900,רמת השרון,MG ZS EV NET-UP S,2020,חשמלי,59554,1,אוטומטי,שנהב לבן,פרטית,10,1811,3,70,152,43
1375,90000,נתניה,טויוטה וורסו VERSO GLI,2018,1798 ליטר בנזין,158000,1,אוטומטי,שנהב לבן,פרטית,1,1835,212,70,60,28
1376,140500,מאיפה שנוח לך בארץ,מזדה CX-5 CX-5 EXECUTIVE,2018,1998 ליטר בנזין,73643,1,אוטומטי,שחור,אחר,8,2019,361,65,82,22
1377,106900,חיפה,קיה ספורטז' SPORTAGE URBAN,2019,1598 ליטר דיזל,51892,2,אוטומטי,שחור,פרטית,6,1835,735,65,54,12
1378,97900,ראשון לציון,יונדאי טוסון TUCSON OPEN SKY,2017,1999 ליטר בנזין,110000,2,אוטומטי,שנהב לבן,פרטית,6,2019,295,70,84,38
1379,99000,ראשון לציון,פורד אקספלורר EXPLORER LIMITED,2014,3497 ליטר בנזין,210000,3,אוטומטי,שנהב לבן,פרטית,5,2397,657,70,131,38
1381,124996,קרית שמונה,פולקסווגן גולף GOLF FORTLINE PLU,2019,1498 ליטר בנזין,115000,1,אוטומטי,אפור בהיר מטלי,פרטית,11,1835,633,8,39,37
1382,95900,ראשון לציון,סיטרואן C5 AIRCROSS C5 AIRCROSS FEEL,2019,1499 ליטר דיזל,104015,1,אוטומטי,שנהב לבן,פרטית,4,1835,569,70,41,38
1384,72000,ראשון לציון,יונדאי I20 I20 PRIME,2019,998 ליטר בנזין,77000,1,אוטומטי,אפור מטל,פרטית,4,1102,265,13,150,38
1385,127000,מאיפה שנוח לך בארץ,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,75686,1,אוטומטי,כסוף,אחר,2,1835,483,40,13,22
1386,111900,פתח תקווה,קיה סטוניק STONIC EX,2020,998 ליטר בנזין,15116,1,אוטומטי,שנהב לבן,פרטית,5,1529,723,70,150,35
1390,136000,חיפה,טויוטה C-HR HYBRID C-ITY,2021,1798 ליטר בנזין,45000,1,אוטומטי,כסוף כהה מטלי,ליסינג,6,2130,183,43,60,12
1391,135744,רעננה,אאודי Q3 Q3 LIMITED,2018,1395 ליטר בנזין,100000,1,אוטומטי,כסף,פרטית,10,2563,31,46,24,44
1392,109990,קרית שמונה,דאציה ספרינג SPRING TOP ESENTIAL,2022,חשמלי,1000,1,אוטומטי,שנהב לבן,פרטית,8,1529,149,70,152,37
1396,62000,רעננה,סובארו B4 B4 CLASSIC,2016,2498 ליטר בנזין,82000,1,אוטומטי,כחול,פרטית,11,1693,494,31,104,44
1397,549997,עפולה,מרצדס GLE 350 PREMIUM PLUS,2022,1991 ליטר בנזין,3682,1,אוטומטי,שנהב לבן,פרטית,1,4731,452,70,71,32
1399,88000,נתניה,קיה סטוניק STONIC LX,2019,998 ליטר בנזין,89000,1,אוטומטי,שנהב לבן,פרטית,6,1353,725,70,150,28
1400,55000,טמרה,סוזוקי CROSSOVER SX4CROSSOVER GLX,2015,1586 ליטר בנזין,150000,1,אוטומטי,אפור מטל,פרטית,11,1424,519,13,47,14
1405,64900,עפולה,יונדאי I10 I10 PRIME,2019,1248 ליטר בנזין,119000,1,אוטומטי,שנהב לבן,השכרה,11,1102,258,70,7,32
1406,29998,אשדוד,יונדאי טוסון TUCSON TEXAS,2009,1991 ליטר דיזל,252000,3,אוטומטי,שנהב לבן,פרטית,7,1369,302,70,72,4
1407,175000,נתניה,סיטרואן C5 AIRCROSS C5 AIRCROSS SHINE PK,2022,1598 ליטר בנזין,1000,1,אוטומטי,שנהב לבן,פרטית,5,2417,570,70,53,28
1408,104256,רעננה,מזדה CX-5 CX-5 EXECUTIVE,2017,1998 ליטר בנזין,83000,1,אוטומטי,כחול,פרטית,1,2019,361,31,82,44
1409,39900,ראשון לציון,רנו קפצ'ור CAPTUR EX PACK,2015,1197 ליטר בנזין,95000,2,אוטומטי,קרם,פרטית,10,1424,765,63,2,38
1411,150350,נתניה,סקודה קודיאק KODIAQ BUSINESS,2020,1498 ליטר בנזין,80449,1,אוטומטי,כסוף מטאלי,ליסינג,1,2417,619,44,39,28
1412,122900,חיפה,סקודה קארוק KAROQ STYLE,2019,1498 ליטר בנזין,93000,1,אוטומטי,כחול מטאלי,פרטית,2,1835,616,35,39,12
1413,89900,נתניה,סוזוקי ג'ימני JIMNY GLX,2015,1328 ליטר בנזין,52000,2,אוטומטי,שנהב לבן,פרטית,2,1205,526,70,11,28
1414,69900,חיפה,קיה פיקנטו PICANTO LX,2020,1248 ליטר בנזין,27000,2,אוטומטי,כסוף כהה,פרטית,1,1235,740,42,7,12
1415,107900,חיפה,קיה XCeed XCEED EX,2020,1353 ליטר בנזין,60935,1,אוטומטי,שנהב לבן,פרטית,1,1811,711,70,17,12
1416,29000,חדרה,סיאט איביזה IBIZA AM5,2015,1197 ליטר בנזין,91000,4,אוטומטי,כסף מטלי,השכרה,9,1205,542,49,2,10
1418,127900,רמת גן,איסוזו D-Max PICK - UP S,2016,2499 ליטר דיזל,245000,2,אוטומטי,שנהב לבן,אחר,4,1962,65,70,105,42
1420,270000,ירכא,ב מ וו סדרה 5 530E iPERFORMANCE EXCLUSIVE,2017,1998 ליטר חשמל/בנזין,80000,3,אוטומטי,כסף,פרטית,6,3357,112,46,83,16
1421,81900,רמת השרון,קיה פיקנטו PICANTO GT LINE,2020,1248 ליטר בנזין,34003,1,אוטומטי,שנהב לבן,פרטית,11,1102,739,70,7,43
1422,89900,אשדוד,סיאט ארונה ARONA STYLE,2019,999 ליטר בנזין,84249,1,אוטומטי,כסף מטלי,ליסינג,6,1353,550,49,151,4
1423,111900,פתח תקווה,קיה נירו NIRO EX,2019,1580 ליטר בנזין,81528,1,אוטומטי,כחול,פרטית,5,1604,714,31,44,35
1424,75000,חיפה,סיטרואן ברלינגו BERLINGO MAXI,2019,1560 ליטר דיזל,100000,1,ידני,שנהב לבן,ליסינג,1,1604,574,70,43,12
1426,295000,שפרעם,ב מ וו סדרה 3 330E M-SPORT,2021,1998 ליטר חשמל/בנזין,26000,1,אוטומטי,שחור מטלי,פרטית,6,4731,101,67,83,46
1427,97900,פתח תקווה,סיאט ארונה ARONA STYLE,2020,999 ליטר בנזין,39028,2,אוטומטי,שן פיל,פרטית,6,1529,550,69,151,35
1428,52000,לוד,יונדאי I25 I25 INSPIRE,2016,1368 ליטר בנזין,118000,2,אוטומטי,כסף,פרטית,1,1205,268,46,20,21
1429,62900,נתניה,יונדאי I35 I35 SUPREME,2015,1591 ליטר בנזין,134000,2,אוטומטי,שחור,פרטית,5,1424,275,65,49,28
1430,95000,איכסאל,סיאט ארונה ARONA STYLE,2019,999 ליטר בנזין,120000,1,אוטומטי,שנהב לבן,פרטית,7,1353,550,70,151,3
1431,109900,רמת השרון,MG ZS EV NET-S,2021,חשמלי,57392,1,אוטומטי,לבן,פרטית,3,1811,2,53,152,43
1432,88900,ראשון לציון,פיאט דובלו FIAT DOBLO COMBI,2021,1248 ליטר דיזל,35000,1,ידני,לבן,אחר,1,1811,677,53,8,38
1434,99000,נתניה,רנו מגאן MEGANE INTENSE,2020,1461 ליטר דיזל,48000,1,אוטומטי,שחור מטלי,ליסינג,8,1811,750,67,29,28
1437,45000,חולון,סיאט לאון LEON STYLE,2013,1789 ליטר בנזין,94000,1,אוטומטי,אפור מטל,פרטית,7,1424,556,13,58,11
1438,143000,קרית אתא,סקודה קודיאק KODIAQ AMBITION,2019,1498 ליטר בנזין,92000,2,אוטומטי,כסף מטלי,פרטית,11,2019,618,49,39,36
1439,89900,עפולה,מיצובישי אאוטלנדר OUTLANDER PREMIUM,2016,1998 ליטר בנזין,233000,2,אוטומטי,אפור,ליסינג,3,1693,385,6,82,32
1440,65000,קרית שמונה,קיה ספורטז' SPORTAGE URBAN,2015,1591 ליטר בנזין,102000,3,אוטומטי,שחור,פרטית,4,1424,735,65,49,37
1442,42900,באר טוביה,פולקסווגן ג'טה JETTA TRENDLINE,2015,1197 ליטר בנזין,154000,1,אוטומטי,כסף מטלי,ליסינג,8,1424,630,49,2,5
1447,140000,עראבה,יונדאי טוסון TUCSON ELITE TURBO,2019,1591 ליטר בנזין,60000,1,אוטומטי,כסף,פרטית,4,2019,293,46,49,33
1448,110000,ריינה,סקודה סופרב NEW SUPERB EXCLUSIVE,2017,1968 ליטר דיזל,160000,1,אוטומטי,שחור מטלי,פרטית,2,2563,597,67,65,40
1449,105000,איכסאל,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,130000,1,אוטומטי,אפור מטל,ליסינג,9,1604,584,13,39,3
1452,123900,חדרה,סקודה קודיאק KODIAQ AMBITION,2019,1498 ליטר בנזין,157225,1,אוטומטי,לבן,ליסינג,11,2019,618,53,39,10
1453,97900,ראשון לציון,סיאט אטקה ATECA STYLE,2018,1395 ליטר בנזין,105000,1,אוטומטי,שנהב לבן,פרטית,8,1604,538,70,24,38
1456,74900,באר טוביה,טויוטה קורולה COROLLA SUN,2017,1598 ליטר בנזין,138000,1,אוטומטי,ברונזה,ליסינג,3,1604,236,21,53,5
1457,111900,פתח תקווה,סוזוקי ויטארה VITARA GLX,2020,998 ליטר בנזין,53437,2,אוטומטי,קרם,פרטית,1,1811,528,63,150,35
1458,100000,ריינה,סובארו XV XV 1.6 CLASSIC,2020,1600 ליטר בנזין,130000,1,אוטומטי,כסף,ליסינג,1,2130,495,46,56,40
1459,131900,כרמיאל,פיג'ו 3008 3008 PREMIUM,2020,1499 ליטר דיזל,65315,1,אוטומטי,לבן,ליסינג,1,2417,694,53,41,20
1462,95000,ראשון לציון,הונדה HR-V HR-V COMFORT,2019,1498 ליטר בנזין,69000,1,אוטומטי,אפור כהה מטלי,פרטית,1,1604,154,10,39,38
1464,129000,חולון,אאודי A3 SPORTBACK E-TRON LUXURY,2018,1395 ליטר חשמל/בנזין,80000,3,אוטומטי,כסף מטלי,פרטית,1,2563,12,49,25,11
1465,60000,ירכא,ב מ וו X1 SDRIVE 18I LUXURY,2013,1995 ליטר בנזין,125000,2,אוטומטי,כסוף בהיר,פרטית,6,1962,73,41,76,16
1466,112000,נתניה,פיג'ו 3008 3008 ACTIVE,2019,1499 ליטר דיזל,60000,2,אוטומטי,אפור כהה,פרטית,2,1835,691,9,41,28
1468,93900,פתח תקווה,סיטרואן C3 C3 SHINE PK,2021,1199 ליטר בנזין,45464,1,אוטומטי,שנהב לבן,פרטית,11,1529,563,70,4,35
1469,76600,עפולה,ניסאן קשקאי QASHQAI ACENTA SV,2016,1197 ליטר בנזין,93000,3,אוטומטי,אפור מטל,פרטית,1,1693,485,13,2,32
1470,78900,נתניה,יונדאי איוניק HYBRID PREMIUM,2017,1580 ליטר בנזין,125000,2,אוטומטי,כסוף כהה,ליסינג,3,1604,283,42,44,28
1471,32000,חולון,דאציה לוגאן LOGAN LAUREATE,2017,898 ליטר בנזין,105000,2,אוטומטי,שנהב לבן,פרטית,4,1102,147,70,146,11
1472,127900,פתח תקווה,מיצובישי אקליפס קרוס ECLIPSE CROSS ELITE,2019,1499 ליטר בנזין,34045,1,אוטומטי,ברונזה,פרטית,6,2019,389,21,40,35
1476,180000,לוד,סקודה קודיאק KODIAQ STYLE,2020,1498 ליטר בנזין,80000,2,אוטומטי,שנהב לבן,פרטית,3,2417,622,70,39,21
1477,122900,רמת השרון,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2018,1998 ליטר בנזין,91300,2,אוטומטי,אפור,פרטית,2,2019,380,6,82,43
1479,69000,איכסאל,קיה פיקנטו PICANTO LX,2019,1248 ליטר בנזין,130000,1,אוטומטי,שנהב לבן,פרטית,2,1102,740,70,7,3
1485,55900,ראשון לציון,פולקסווגן טיגואן TIGUAN RT AND STYLE,2015,1390 ליטר בנזין,160000,1,אוטומטי,שנהב לבן,פרטית,9,1693,643,70,23,38
1486,104000,ראשון לציון,יונדאי איוניק HYBRID PREMIUM,2019,1580 ליטר בנזין,102000,1,אוטומטי,כסוף כהה,ליסינג,13,1604,283,42,44,38
1487,71990,עפולה,סקודה ראפיד RAPID AMBITION,2019,999 ליטר בנזין,138000,1,אוטומטי,שנהב לבן,ליסינג,3,1353,623,70,151,32
1488,45900,ראשון לציון,ניסאן קשקאי +2 QASHQAI PLUS 2 TEKNA,2010,1997 ליטר בנזין,188000,2,אוטומטי,שנהב לבן,פרטית,8,1508,482,70,79,38
1489,118900,חיפה,מיצובישי ASX ASX INSTYLE,2020,1998 ליטר בנזין,20539,1,אוטומטי,אדום,פרטית,3,1811,372,0,82,12
1490,110000,לוד,יונדאי טוסון TUCSON OPEN SKY,2017,1999 ליטר בנזין,90000,2,אוטומטי,שנהב לבן,פרטית,4,2019,295,70,84,21
1493,129000,ראשון לציון,סוזוקי ג'ימני JIMNY GLX,2020,1462 ליטר בנזין,38000,1,אוטומטי,צהוב,פרטית,12,1835,526,59,30,38
1496,127000,רעננה,מזדה CX-5 CX-5 EXECUTIVE,2017,1998 ליטר בנזין,33000,1,אוטומטי,אדום,פרטית,8,2019,361,0,82,44
1498,136900,ראשון לציון,קיה ספורטז' SPORTAGE PREMIUM,2021,1591 ליטר בנזין,12000,1,אוטומטי,כסף,פרטית,8,2417,732,46,49,38
1500,41900,באר טוביה,פולקסווגן גולף GOLF ENJOY JV2,2014,1197 ליטר בנזין,145000,2,אוטומטי,תכלת מטאלי,פרטית,2,1584,632,72,2,5
1501,127900,פתח תקווה,MG ZS EV NET-UP S,2021,חשמלי,68921,1,אוטומטי,תכלת מטאלי,פרטית,5,2130,3,72,152,35
1503,115000,נתניה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2017,1998 ליטר בנזין,145000,1,אוטומטי,שנהב לבן,ליסינג,12,1693,380,70,82,28
1504,151900,רמת השרון,סובארו XV XV CROSSTREK PL,2021,1995 ליטר בנזין,32227,1,אוטומטי,כסף,פרטית,3,2417,502,46,76,43
1508,155000,איכסאל,סקודה קודיאק KODIAQ AMBITION,2019,1498 ליטר בנזין,150000,1,אוטומטי,כסף מטלי,פרטית,3,2019,618,49,39,3
1510,136900,ראשון לציון,קיה סלטוס SELTOS EX,2021,1999 ליטר בנזין,28568,1,אוטומטי,שחור,פרטית,3,1811,729,65,84,38
1513,64000,חיפה,סיטרואן ברלינגו BERLINGO XTR,2014,1560 ליטר דיזל,105000,1,אוטומטי,אפור כהה,ליסינג,3,1693,577,9,43,12
1514,288000,נתניה,אאודי Q7 E-TRON PREMIUM,2018,2967 ליטר חשמל/דיזל,130000,1,אוטומטי,שחור מטלי,פרטית,3,3357,41,67,112,28
1515,81900,עפולה,טויוטה קורולה COROLLA SUN,2017,1598 ליטר בנזין,129000,2,אוטומטי,שחור מטלי,ליסינג,8,1604,236,67,53,32
1516,124900,חדרה,סקודה קודיאק KODIAQ AMBITION,2019,1498 ליטר בנזין,160046,1,אוטומטי,אפור מטאלי,ליסינג,8,2019,618,12,39,10
1517,111550,נתניה,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,64000,2,אוטומטי,שחור,ליסינג,8,1835,483,65,13,28
1518,80900,ראשון לציון,יונדאי טוסון TUCSON PRIME,2017,1591 ליטר בנזין,130000,2,אוטומטי,שנהב לבן,פרטית,6,1604,298,70,49,38
1521,137500,מאיפה שנוח לך בארץ,מזדה CX-5 CX-5 EXECUTIVE,2018,1998 ליטר בנזין,95425,1,אוטומטי,לבן,אחר,6,2019,361,53,82,22
1524,116900,ראשון לציון,סוזוקי ויטארה VITARA GLX,2020,998 ליטר בנזין,43998,1,אוטומטי,צהוב,פרטית,11,1604,528,59,150,38
1527,63000,רמת השרון,הונדה ג'אז JAZZ COMFORT,2016,1318 ליטר בנזין,30300,1,אוטומטי,אפור בהיר מטלי,פרטית,8,1205,157,8,10,43
1528,88900,חדרה,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,142888,1,אוטומטי,אפור מטאלי,ליסינג,9,1835,483,12,13,10
1531,55000,נתיבות,סוזוקי סוויפט SWIFT GLS,2016,1242 ליטר בנזין,70000,2,אוטומטי,אפור מטל,פרטית,5,985,533,13,6,27
1532,41900,ראשון לציון,סקודה ראפיד RAPID AMBITION,2016,1197 ליטר בנזין,177000,2,אוטומטי,שנהב לבן,ליסינג,12,1205,623,70,2,38
1533,67000,נתניה,טויוטה קורולה COROLLA SUN CC,2015,1598 ליטר בנזין,150000,3,אוטומטי,אפור כהה מטלי,ליסינג,4,1424,237,10,53,28
1536,125000,ריינה,פולקסווגן גולף GOLF FORTLINE PLU,2020,1498 ליטר בנזין,29000,1,אוטומטי,שנהב לבן,פרטית,11,1835,633,70,39,40
1537,113900,ראשון לציון,יונדאי טוסון TUCSON SUPREME,2017,1999 ליטר בנזין,120000,1,אוטומטי,כסף,ליסינג,6,2019,301,46,84,38
1538,73000,נתניה,פיג'ו 2008 2008 ACTIVE GO,2019,1199 ליטר בנזין,62000,1,אוטומטי,אפור כהה,ליסינג,3,1353,683,9,4,28
1539,255000,טבריה,ב מ וו סדרה 3 318I BUSINESS,2022,1998 ליטר בנזין,8500,2,אוטומטי,שנהב לבן,אחר,3,3366,96,70,82,13
1540,115900,פתח תקווה,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,89000,1,אוטומטי,לבן,פרטית,5,1835,735,53,84,35
1542,277000,נתניה,מרצדס CLA קלאס CLA250 AMG LINE,2020,1991 ליטר בנזין,47000,1,אוטומטי,אפור,פרטית,3,4731,425,6,71,28
1543,112900,רמת השרון,מיצובישי ASX ASX INSTYLE,2020,1998 ליטר בנזין,35000,1,אוטומטי,אדום,פרטית,3,1811,372,0,82,43
